,Subject,Start Date,Start Time,End Time,Description,End Date,Categories,Start DateTime,End DateTime,Time Spent,Time Spent (Minutes),Month,Day
265,Εργασία,19/1/2024,15:00:00,17:00:00," 
",19/1/2024,Εργασία,2024-01-19 15:00:00,2024-01-19 17:00:00,0 days 02:00:00,120.0,January,19
266,Other,15/1/2024,07:45:00,08:00:00," 
",15/1/2024,Other,2024-01-15 07:45:00,2024-01-15 08:00:00,0 days 00:15:00,15.0,January,15
268,Εργασία,15/1/2024,09:00:00,10:00:00," 
",15/1/2024,Εργασία,2024-01-15 09:00:00,2024-01-15 10:00:00,0 days 01:00:00,60.0,January,15
269,Break,15/1/2024,12:00:00,13:00:00," 
",15/1/2024,Break,2024-01-15 12:00:00,2024-01-15 13:00:00,0 days 01:00:00,60.0,January,15
270,Εργασία,15/1/2024,13:00:00,15:00:00," 
",15/1/2024,Εργασία,2024-01-15 13:00:00,2024-01-15 15:00:00,0 days 02:00:00,120.0,January,15
271,Χαζεύω,11/1/2024,15:00:00,16:00:00," 
",11/1/2024,Χαζεύω,2024-01-11 15:00:00,2024-01-11 16:00:00,0 days 01:00:00,60.0,January,11
274,Other,11/1/2024,23:00:00,23:30:00," 
",11/1/2024,Other,2024-01-11 23:00:00,2024-01-11 23:30:00,0 days 00:30:00,30.0,January,11
275,Χαζεύω,12/1/2024,12:00:00,12:15:00," 
",12/1/2024,Χαζεύω,2024-01-12 12:00:00,2024-01-12 12:15:00,0 days 00:15:00,15.0,January,12
276,Χαζεύω,12/1/2024,10:00:00,10:30:00," 
",12/1/2024,Χαζεύω,2024-01-12 10:00:00,2024-01-12 10:30:00,0 days 00:30:00,30.0,January,12
277,Erroneous Tasks,10/7/2024,17:45:00,19:00:00,"uid-147783-58@import.octopus.be <mailto:uid-147783-58@import.octopus.be> 
",10/7/2024,Erroneοus Tasks,2024-07-10 17:45:00,2024-07-10 19:00:00,0 days 01:15:00,75.0,July,10
278,Erroneous Tasks,17/10/2024,19:00:00,19:30:00,"uid-147783-58@import.octopus.be <mailto:uid-147783-58@import.octopus.be> 
",17/10/2024,Erroneοus Tasks,2024-10-17 19:00:00,2024-10-17 19:30:00,0 days 00:30:00,30.0,October,17
279,Break,16/1/2024,15:00:00,15:30:00," 
",16/1/2024,Break,2024-01-16 15:00:00,2024-01-16 15:30:00,0 days 00:30:00,30.0,January,16
280,Break,16/1/2024,12:00:00,13:00:00," 
",16/1/2024,Break,2024-01-16 12:00:00,2024-01-16 13:00:00,0 days 01:00:00,60.0,January,16
283,Other,15/1/2024,19:30:00,20:00:00," 
",15/1/2024,Other,2024-01-15 19:30:00,2024-01-15 20:00:00,0 days 00:30:00,30.0,January,15
284,Other,16/1/2024,17:00:00,17:30:00," 
",16/1/2024,Other,2024-01-16 17:00:00,2024-01-16 17:30:00,0 days 00:30:00,30.0,January,16
285,Other,19/1/2024,17:00:00,17:15:00," 
",19/1/2024,Other,2024-01-19 17:00:00,2024-01-19 17:15:00,0 days 00:15:00,15.0,January,19
286,Ύπνος,15/1/2024,00:00:00,07:30:00," 
",15/1/2024,Ύπνος,2024-01-15 00:00:00,2024-01-15 07:30:00,0 days 07:30:00,450.0,January,15
287,Ύπνος,17/1/2024,00:30:00,09:00:00," 
",17/1/2024,Ύπνος,2024-01-17 00:30:00,2024-01-17 09:00:00,0 days 08:30:00,510.0,January,17
288,Ύπνος,16/1/2024,00:15:00,07:15:00," 
",16/1/2024,Ύπνος,2024-01-16 00:15:00,2024-01-16 07:15:00,0 days 07:00:00,420.0,January,16
289,Ύπνος,17/1/2024,23:00:00,07:00:00," 
",18/1/2024,Ύπνος,2024-01-17 23:00:00,2024-01-18 07:00:00,0 days 08:00:00,480.0,January,17
290,Ύπνος,19/1/2024,00:00:00,07:15:00," 
",19/1/2024,Ύπνος,2024-01-19 00:00:00,2024-01-19 07:15:00,0 days 07:15:00,435.0,January,19
291,Ύπνος,20/1/2024,01:00:00,08:30:00," 
",20/1/2024,Ύπνος,2024-01-20 01:00:00,2024-01-20 08:30:00,0 days 07:30:00,450.0,January,20
292,Χαζεύω,14/1/2024,14:00:00,15:00:00," 
",14/1/2024,Χαζεύω,2024-01-14 14:00:00,2024-01-14 15:00:00,0 days 01:00:00,60.0,January,14
293,Σπίτι,14/1/2024,16:00:00,17:00:00," 
",14/1/2024,Ύπνος,2024-01-14 16:00:00,2024-01-14 17:00:00,0 days 01:00:00,60.0,January,14
294,<3,14/1/2024,15:00:00,16:00:00," 
",14/1/2024,Purple category,2024-01-14 15:00:00,2024-01-14 16:00:00,0 days 01:00:00,60.0,January,14
295,Χαζεύω,14/1/2024,17:00:00,20:45:00," 
",14/1/2024,Χαζεύω,2024-01-14 17:00:00,2024-01-14 20:45:00,0 days 03:45:00,225.0,January,14
296,Σπίτι,15/1/2024,20:30:00,21:15:00," 
",15/1/2024,Ύπνος,2024-01-15 20:30:00,2024-01-15 21:15:00,0 days 00:45:00,45.0,January,15
297,Erroneous Tasks,16/1/2024,18:00:00,19:00:00," 
",16/1/2024,Erroneοus Tasks,2024-01-16 18:00:00,2024-01-16 19:00:00,0 days 01:00:00,60.0,January,16
298,Erroneous Tasks,14/1/2024,13:00:00,14:00:00," 
",14/1/2024,Erroneοus Tasks,2024-01-14 13:00:00,2024-01-14 14:00:00,0 days 01:00:00,60.0,January,14
299,Οικογένεια,13/1/2024,22:30:00,23:00:00," 
",13/1/2024,Οικογένεια,2024-01-13 22:30:00,2024-01-13 23:00:00,0 days 00:30:00,30.0,January,13
300,Χαζεύω,13/1/2024,22:00:00,22:30:00," 
",13/1/2024,Χαζεύω,2024-01-13 22:00:00,2024-01-13 22:30:00,0 days 00:30:00,30.0,January,13
301,Χαζεύω,12/1/2024,23:00:00,23:30:00," 
",12/1/2024,Χαζεύω,2024-01-12 23:00:00,2024-01-12 23:30:00,0 days 00:30:00,30.0,January,12
302,<3,12/1/2024,17:00:00,23:00:00," 
",12/1/2024,Purple category,2024-01-12 17:00:00,2024-01-12 23:00:00,0 days 06:00:00,360.0,January,12
303,Εργασία,17/1/2024,09:00:00,13:00:00," 
",17/1/2024,Εργασία,2024-01-17 09:00:00,2024-01-17 13:00:00,0 days 04:00:00,240.0,January,17
306,Εργασία,16/1/2024,08:30:00,12:00:00," 
",16/1/2024,Εργασία,2024-01-16 08:30:00,2024-01-16 12:00:00,0 days 03:30:00,210.0,January,16
307,Χαζεύω,14/1/2024,10:30:00,11:30:00," 
",14/1/2024,Χαζεύω,2024-01-14 10:30:00,2024-01-14 11:30:00,0 days 01:00:00,60.0,January,14
308,Εργασία,16/1/2024,15:30:00,16:30:00," 
",16/1/2024,Εργασία,2024-01-16 15:30:00,2024-01-16 16:30:00,0 days 01:00:00,60.0,January,16
309,Εργασία,16/1/2024,13:00:00,15:00:00," 
",16/1/2024,Εργασία,2024-01-16 13:00:00,2024-01-16 15:00:00,0 days 02:00:00,120.0,January,16
310,Other,16/1/2024,07:15:00,08:00:00," 
",16/1/2024,Other,2024-01-16 07:15:00,2024-01-16 08:00:00,0 days 00:45:00,45.0,January,16
311,Σπίτι,14/1/2024,10:00:00,10:30:00," 
",14/1/2024,Ύπνος,2024-01-14 10:00:00,2024-01-14 10:30:00,0 days 00:30:00,30.0,January,14
312,<3,15/1/2024,21:45:00,22:15:00," 
",15/1/2024,Purple category,2024-01-15 21:45:00,2024-01-15 22:15:00,0 days 00:30:00,30.0,January,15
313,Χαζεύω,15/1/2024,07:30:00,07:45:00," 
",15/1/2024,Χαζεύω,2024-01-15 07:30:00,2024-01-15 07:45:00,0 days 00:15:00,15.0,January,15
314,Other,15/1/2024,08:30:00,08:45:00," 
",15/1/2024,Other,2024-01-15 08:30:00,2024-01-15 08:45:00,0 days 00:15:00,15.0,January,15
315,<3,17/1/2024,21:30:00,22:30:00," 
",17/1/2024,Purple category,2024-01-17 21:30:00,2024-01-17 22:30:00,0 days 01:00:00,60.0,January,17
317,Εργασία,15/1/2024,10:30:00,12:00:00," 
",15/1/2024,Εργασία,2024-01-15 10:30:00,2024-01-15 12:00:00,0 days 01:30:00,90.0,January,15
318,Break,15/1/2024,15:00:00,15:30:00," 
",15/1/2024,Break,2024-01-15 15:00:00,2024-01-15 15:30:00,0 days 00:30:00,30.0,January,15
319,Εργασία,15/1/2024,15:30:00,17:30:00," 
",15/1/2024,Εργασία,2024-01-15 15:30:00,2024-01-15 17:30:00,0 days 02:00:00,120.0,January,15
320,Other,15/1/2024,21:15:00,21:30:00," 
",15/1/2024,Other,2024-01-15 21:15:00,2024-01-15 21:30:00,0 days 00:15:00,15.0,January,15
321,Οικογένεια,15/1/2024,21:30:00,21:45:00," 
",15/1/2024,Οικογένεια,2024-01-15 21:30:00,2024-01-15 21:45:00,0 days 00:15:00,15.0,January,15
322,Other,16/1/2024,23:00:00,23:30:00," 
",16/1/2024,Other,2024-01-16 23:00:00,2024-01-16 23:30:00,0 days 00:30:00,30.0,January,16
323,Σπίτι,16/1/2024,19:00:00,19:30:00," 
",16/1/2024,Ύπνος,2024-01-16 19:00:00,2024-01-16 19:30:00,0 days 00:30:00,30.0,January,16
324,Erroneous Tasks,15/1/2024,17:30:00,19:30:00," 
",15/1/2024,Erroneοus Tasks,2024-01-15 17:30:00,2024-01-15 19:30:00,0 days 02:00:00,120.0,January,15
325,Χαζεύω,16/1/2024,16:30:00,17:00:00," 
",16/1/2024,Χαζεύω,2024-01-16 16:30:00,2024-01-16 17:00:00,0 days 00:30:00,30.0,January,16
327,Χαζεύω,17/1/2024,00:00:00,00:30:00," 
",17/1/2024,Χαζεύω,2024-01-17 00:00:00,2024-01-17 00:30:00,0 days 00:30:00,30.0,January,17
328,Χαζεύω,16/1/2024,23:30:00,00:00:00," 
",17/1/2024,Χαζεύω,2024-01-16 23:30:00,2024-01-17 00:00:00,0 days 00:30:00,30.0,January,16
330,Other,17/1/2024,22:30:00,23:00:00," 
",17/1/2024,Other,2024-01-17 22:30:00,2024-01-17 23:00:00,0 days 00:30:00,30.0,January,17
331,Σπίτι,17/1/2024,17:00:00,19:00:00," 
",17/1/2024,Ύπνος,2024-01-17 17:00:00,2024-01-17 19:00:00,0 days 02:00:00,120.0,January,17
332,Ύπνος,21/1/2024,23:30:00,08:00:00," 
",22/1/2024,Ύπνος,2024-01-21 23:30:00,2024-01-22 08:00:00,0 days 08:30:00,510.0,January,21
333,Other,22/1/2024,08:00:00,08:30:00," 
",22/1/2024,Other,2024-01-22 08:00:00,2024-01-22 08:30:00,0 days 00:30:00,30.0,January,22
335,Εργασία,22/1/2024,09:00:00,10:00:00," 
",22/1/2024,Εργασία,2024-01-22 09:00:00,2024-01-22 10:00:00,0 days 01:00:00,60.0,January,22
336,Break,22/1/2024,10:00:00,10:30:00," 
",22/1/2024,Break,2024-01-22 10:00:00,2024-01-22 10:30:00,0 days 00:30:00,30.0,January,22
337,Εργασία,22/1/2024,10:30:00,12:00:00," 
",22/1/2024,Εργασία,2024-01-22 10:30:00,2024-01-22 12:00:00,0 days 01:30:00,90.0,January,22
338,Break,22/1/2024,12:00:00,13:00:00," 
",22/1/2024,Break,2024-01-22 12:00:00,2024-01-22 13:00:00,0 days 01:00:00,60.0,January,22
339,Εργασία,22/1/2024,13:00:00,14:30:00," 
",22/1/2024,Εργασία,2024-01-22 13:00:00,2024-01-22 14:30:00,0 days 01:30:00,90.0,January,22
340,Break,22/1/2024,14:30:00,15:00:00," 
",22/1/2024,Break,2024-01-22 14:30:00,2024-01-22 15:00:00,0 days 00:30:00,30.0,January,22
341,Εργασία,22/1/2024,15:00:00,16:30:00," 
",22/1/2024,Εργασία,2024-01-22 15:00:00,2024-01-22 16:30:00,0 days 01:30:00,90.0,January,22
343,Other,22/1/2024,17:00:00,17:15:00," 
",22/1/2024,Other,2024-01-22 17:00:00,2024-01-22 17:15:00,0 days 00:15:00,15.0,January,22
344,Other,23/1/2024,07:00:00,07:30:00," 
",23/1/2024,Other,2024-01-23 07:00:00,2024-01-23 07:30:00,0 days 00:30:00,30.0,January,23
346,Εργασία,23/1/2024,08:00:00,12:00:00," 
",23/1/2024,Εργασία,2024-01-23 08:00:00,2024-01-23 12:00:00,0 days 04:00:00,240.0,January,23
347,Break,23/1/2024,12:00:00,13:00:00," 
",23/1/2024,Break,2024-01-23 12:00:00,2024-01-23 13:00:00,0 days 01:00:00,60.0,January,23
348,Εργασία,23/1/2024,13:00:00,14:30:00," 
",23/1/2024,Εργασία,2024-01-23 13:00:00,2024-01-23 14:30:00,0 days 01:30:00,90.0,January,23
349,Break,23/1/2024,14:30:00,15:00:00," 
",23/1/2024,Break,2024-01-23 14:30:00,2024-01-23 15:00:00,0 days 00:30:00,30.0,January,23
350,Εργασία,23/1/2024,15:00:00,16:00:00," 
",23/1/2024,Εργασία,2024-01-23 15:00:00,2024-01-23 16:00:00,0 days 01:00:00,60.0,January,23
352,Other,23/1/2024,16:00:00,16:15:00," 
",23/1/2024,Other,2024-01-23 16:00:00,2024-01-23 16:15:00,0 days 00:15:00,15.0,January,23
353,Ύπνος,22/1/2024,23:00:00,07:00:00," 
",23/1/2024,Ύπνος,2024-01-22 23:00:00,2024-01-23 07:00:00,0 days 08:00:00,480.0,January,22
354,Χαζεύω,17/1/2024,13:00:00,13:30:00," 
",17/1/2024,Χαζεύω,2024-01-17 13:00:00,2024-01-17 13:30:00,0 days 00:30:00,30.0,January,17
355,Εργασία,17/1/2024,13:30:00,17:00:00," 
",17/1/2024,Εργασία,2024-01-17 13:30:00,2024-01-17 17:00:00,0 days 03:30:00,210.0,January,17
356,Χαζεύω,18/1/2024,08:00:00,08:30:00," 
",18/1/2024,Χαζεύω,2024-01-18 08:00:00,2024-01-18 08:30:00,0 days 00:30:00,30.0,January,18
357,Χαζεύω,18/1/2024,16:00:00,16:30:00," 
",18/1/2024,Χαζεύω,2024-01-18 16:00:00,2024-01-18 16:30:00,0 days 00:30:00,30.0,January,18
358,Χαζεύω,19/1/2024,07:15:00,07:30:00," 
",19/1/2024,Χαζεύω,2024-01-19 07:15:00,2024-01-19 07:30:00,0 days 00:15:00,15.0,January,19
359,<3,18/1/2024,17:30:00,18:00:00," 
",18/1/2024,Purple category,2024-01-18 17:30:00,2024-01-18 18:00:00,0 days 00:30:00,30.0,January,18
360,Erroneous Tasks,18/1/2024,18:00:00,20:00:00," 
",18/1/2024,Erroneοus Tasks,2024-01-18 18:00:00,2024-01-18 20:00:00,0 days 02:00:00,120.0,January,18
361,Οικογένεια,18/1/2024,22:30:00,22:45:00," 
",18/1/2024,Οικογένεια,2024-01-18 22:30:00,2024-01-18 22:45:00,0 days 00:15:00,15.0,January,18
362,Χαζεύω,18/1/2024,20:00:00,22:30:00," 
",18/1/2024,Χαζεύω,2024-01-18 20:00:00,2024-01-18 22:30:00,0 days 02:30:00,150.0,January,18
363,Σπίτι,18/1/2024,23:00:00,23:30:00," 
",18/1/2024,Ύπνος,2024-01-18 23:00:00,2024-01-18 23:30:00,0 days 00:30:00,30.0,January,18
364,<3,19/1/2024,19:30:00,21:00:00," 
",19/1/2024,Purple category,2024-01-19 19:30:00,2024-01-19 21:00:00,0 days 01:30:00,90.0,January,19
365,Σπίτι,19/1/2024,21:00:00,00:15:00," 
",20/1/2024,Ύπνος,2024-01-19 21:00:00,2024-01-20 00:15:00,0 days 03:15:00,195.0,January,19
366,Ύπνος,19/1/2024,18:30:00,19:30:00," 
",19/1/2024,Ύπνος,2024-01-19 18:30:00,2024-01-19 19:30:00,0 days 01:00:00,60.0,January,19
367,Χαζεύω,19/1/2024,08:30:00,09:00:00," 
",19/1/2024,Χαζεύω,2024-01-19 08:30:00,2024-01-19 09:00:00,0 days 00:30:00,30.0,January,19
368,Erroneous Tasks,18/1/2024,23:30:00,00:00:00," 
",19/1/2024,Erroneοus Tasks,2024-01-18 23:30:00,2024-01-19 00:00:00,0 days 00:30:00,30.0,January,18
369,Erroneous Tasks,19/1/2024,17:15:00,18:00:00," 
",19/1/2024,Erroneοus Tasks,2024-01-19 17:15:00,2024-01-19 18:00:00,0 days 00:45:00,45.0,January,19
370,Erroneous Tasks,20/1/2024,13:00:00,17:45:00," 
",20/1/2024,Erroneοus Tasks,2024-01-20 13:00:00,2024-01-20 17:45:00,0 days 04:45:00,285.0,January,20
371,<3,20/1/2024,10:00:00,12:45:00," 
",20/1/2024,Purple category,2024-01-20 10:00:00,2024-01-20 12:45:00,0 days 02:45:00,165.0,January,20
374,Other,21/1/2024,16:30:00,17:00:00," 
",21/1/2024,Other,2024-01-21 16:30:00,2024-01-21 17:00:00,0 days 00:30:00,30.0,January,21
375,Σπίτι,21/1/2024,14:00:00,16:30:00," 
",21/1/2024,Ύπνος,2024-01-21 14:00:00,2024-01-21 16:30:00,0 days 02:30:00,150.0,January,21
376,<3,21/1/2024,09:45:00,14:00:00," 
",21/1/2024,Purple category,2024-01-21 09:45:00,2024-01-21 14:00:00,0 days 04:15:00,255.0,January,21
377,Σπίτι,20/1/2024,18:00:00,21:00:00," 
",20/1/2024,Ύπνος,2024-01-20 18:00:00,2024-01-20 21:00:00,0 days 03:00:00,180.0,January,20
378,<3,20/1/2024,21:00:00,22:00:00," 
",20/1/2024,Purple category,2024-01-20 21:00:00,2024-01-20 22:00:00,0 days 01:00:00,60.0,January,20
381,Σπίτι,20/1/2024,08:30:00,10:00:00," 
",20/1/2024,Ύπνος,2024-01-20 08:30:00,2024-01-20 10:00:00,0 days 01:30:00,90.0,January,20
382,Χαζεύω,19/1/2024,18:00:00,18:30:00," 
",19/1/2024,Χαζεύω,2024-01-19 18:00:00,2024-01-19 18:30:00,0 days 00:30:00,30.0,January,19
383,Ύπνος,21/1/2024,01:30:00,09:45:00," 
",21/1/2024,Ύπνος,2024-01-21 01:30:00,2024-01-21 09:45:00,0 days 08:15:00,495.0,January,21
386,Χαζεύω,21/1/2024,00:00:00,01:30:00," 
",21/1/2024,Χαζεύω,2024-01-21 00:00:00,2024-01-21 01:30:00,0 days 01:30:00,90.0,January,21
387,Χαζεύω,20/1/2024,23:15:00,23:30:00," 
",20/1/2024,Χαζεύω,2024-01-20 23:15:00,2024-01-20 23:30:00,0 days 00:15:00,15.0,January,20
390,Εργασία,5/2/2024,07:30:00,12:00:00," 
",5/2/2024,Εργασία,2024-02-05 07:30:00,2024-02-05 12:00:00,0 days 04:30:00,270.0,February,5
391,Break,5/2/2024,12:00:00,14:00:00," 
",5/2/2024,Break,2024-02-05 12:00:00,2024-02-05 14:00:00,0 days 02:00:00,120.0,February,5
392,Εργασία,5/2/2024,14:00:00,17:00:00," 
",5/2/2024,Εργασία,2024-02-05 14:00:00,2024-02-05 17:00:00,0 days 03:00:00,180.0,February,5
393,Other,5/2/2024,06:00:00,06:30:00," 
",5/2/2024,Other,2024-02-05 06:00:00,2024-02-05 06:30:00,0 days 00:30:00,30.0,February,5
395,Other,5/2/2024,21:00:00,21:30:00," 
",5/2/2024,Other,2024-02-05 21:00:00,2024-02-05 21:30:00,0 days 00:30:00,30.0,February,5
396,Other,5/2/2024,17:00:00,17:30:00," 
",5/2/2024,Other,2024-02-05 17:00:00,2024-02-05 17:30:00,0 days 00:30:00,30.0,February,5
397,Other,5/2/2024,07:00:00,07:30:00," 
",5/2/2024,Other,2024-02-05 07:00:00,2024-02-05 07:30:00,0 days 00:30:00,30.0,February,5
398,Ύπνος,4/2/2024,22:00:00,06:00:00," 
",5/2/2024,Ύπνος,2024-02-04 22:00:00,2024-02-05 06:00:00,0 days 08:00:00,480.0,February,4
399,Ύπνος,5/2/2024,23:00:00,06:30:00," 
",6/2/2024,Ύπνος,2024-02-05 23:00:00,2024-02-06 06:30:00,0 days 07:30:00,450.0,February,5
400,Other,6/2/2024,06:30:00,07:00:00," 
",6/2/2024,Other,2024-02-06 06:30:00,2024-02-06 07:00:00,0 days 00:30:00,30.0,February,6
402,Εργασία,6/2/2024,08:00:00,10:30:00," 
",6/2/2024,Εργασία,2024-02-06 08:00:00,2024-02-06 10:30:00,0 days 02:30:00,150.0,February,6
403,Break,6/2/2024,10:30:00,11:00:00," 
",6/2/2024,Break,2024-02-06 10:30:00,2024-02-06 11:00:00,0 days 00:30:00,30.0,February,6
404,Εργασία,6/2/2024,11:00:00,12:30:00," 
",6/2/2024,Εργασία,2024-02-06 11:00:00,2024-02-06 12:30:00,0 days 01:30:00,90.0,February,6
405,Break,6/2/2024,12:30:00,13:30:00," 
",6/2/2024,Break,2024-02-06 12:30:00,2024-02-06 13:30:00,0 days 01:00:00,60.0,February,6
406,Εργασία,6/2/2024,13:30:00,14:30:00," 
",6/2/2024,Εργασία,2024-02-06 13:30:00,2024-02-06 14:30:00,0 days 01:00:00,60.0,February,6
407,Break,6/2/2024,14:30:00,15:00:00," 
",6/2/2024,Break,2024-02-06 14:30:00,2024-02-06 15:00:00,0 days 00:30:00,30.0,February,6
408,Εργασία,6/2/2024,15:00:00,16:30:00," 
",6/2/2024,Εργασία,2024-02-06 15:00:00,2024-02-06 16:30:00,0 days 01:30:00,90.0,February,6
409,Other,6/2/2024,16:30:00,17:00:00," 
",6/2/2024,Other,2024-02-06 16:30:00,2024-02-06 17:00:00,0 days 00:30:00,30.0,February,6
410,Εργασία,7/2/2024,07:30:00,12:30:00," 
",7/2/2024,Εργασία,2024-02-07 07:30:00,2024-02-07 12:30:00,0 days 05:00:00,300.0,February,7
411,Break,7/2/2024,12:30:00,13:30:00," 
",7/2/2024,Break,2024-02-07 12:30:00,2024-02-07 13:30:00,0 days 01:00:00,60.0,February,7
412,Εργασία,7/2/2024,13:30:00,14:30:00," 
",7/2/2024,Εργασία,2024-02-07 13:30:00,2024-02-07 14:30:00,0 days 01:00:00,60.0,February,7
413,Break,7/2/2024,14:30:00,15:00:00," 
",7/2/2024,Break,2024-02-07 14:30:00,2024-02-07 15:00:00,0 days 00:30:00,30.0,February,7
414,Εργασία,7/2/2024,15:00:00,16:00:00," 
",7/2/2024,Εργασία,2024-02-07 15:00:00,2024-02-07 16:00:00,0 days 01:00:00,60.0,February,7
415,Other,7/2/2024,16:00:00,16:30:00," 
",7/2/2024,Other,2024-02-07 16:00:00,2024-02-07 16:30:00,0 days 00:30:00,30.0,February,7
417,Εργασία,8/2/2024,08:30:00,10:30:00," 
",8/2/2024,Εργασία,2024-02-08 08:30:00,2024-02-08 10:30:00,0 days 02:00:00,120.0,February,8
418,Break,8/2/2024,10:30:00,11:00:00," 
",8/2/2024,Break,2024-02-08 10:30:00,2024-02-08 11:00:00,0 days 00:30:00,30.0,February,8
419,Εργασία,8/2/2024,11:00:00,12:30:00," 
",8/2/2024,Εργασία,2024-02-08 11:00:00,2024-02-08 12:30:00,0 days 01:30:00,90.0,February,8
420,Break,8/2/2024,12:30:00,13:30:00," 
",8/2/2024,Break,2024-02-08 12:30:00,2024-02-08 13:30:00,0 days 01:00:00,60.0,February,8
421,Εργασία,8/2/2024,13:30:00,16:30:00," 
",8/2/2024,Εργασία,2024-02-08 13:30:00,2024-02-08 16:30:00,0 days 03:00:00,180.0,February,8
422,Other,8/2/2024,17:45:00,18:00:00," 
",8/2/2024,Other,2024-02-08 17:45:00,2024-02-08 18:00:00,0 days 00:15:00,15.0,February,8
424,Εργασία,9/2/2024,08:30:00,12:30:00," 
",9/2/2024,Εργασία,2024-02-09 08:30:00,2024-02-09 12:30:00,0 days 04:00:00,240.0,February,9
425,Break,9/2/2024,12:30:00,13:30:00," 
",9/2/2024,Break,2024-02-09 12:30:00,2024-02-09 13:30:00,0 days 01:00:00,60.0,February,9
426,Εργασία,9/2/2024,13:30:00,15:00:00," 
",9/2/2024,Εργασία,2024-02-09 13:30:00,2024-02-09 15:00:00,0 days 01:30:00,90.0,February,9
427,Εργασία,9/2/2024,15:00:00,17:00:00," 
",9/2/2024,Εργασία,2024-02-09 15:00:00,2024-02-09 17:00:00,0 days 02:00:00,120.0,February,9
428,Other,7/2/2024,05:30:00,06:30:00," 
",7/2/2024,Other,2024-02-07 05:30:00,2024-02-07 06:30:00,0 days 01:00:00,60.0,February,7
430,Other,8/2/2024,07:00:00,08:00:00," 
",8/2/2024,Other,2024-02-08 07:00:00,2024-02-08 08:00:00,0 days 01:00:00,60.0,February,8
432,Other,9/2/2024,07:30:00,08:00:00," 
",9/2/2024,Other,2024-02-09 07:30:00,2024-02-09 08:00:00,0 days 00:30:00,30.0,February,9
433,Ύπνος,6/2/2024,20:00:00,05:30:00," 
",7/2/2024,Ύπνος,2024-02-06 20:00:00,2024-02-07 05:30:00,0 days 09:30:00,570.0,February,6
434,Ύπνος,7/2/2024,20:00:00,07:00:00," 
",8/2/2024,Ύπνος,2024-02-07 20:00:00,2024-02-08 07:00:00,0 days 11:00:00,660.0,February,7
435,Ύπνος,8/2/2024,20:00:00,07:30:00," 
",9/2/2024,Ύπνος,2024-02-08 20:00:00,2024-02-09 07:30:00,0 days 11:30:00,690.0,February,8
436,Ύπνος,10/2/2024,01:30:00,09:30:00," 
",10/2/2024,Ύπνος,2024-02-10 01:30:00,2024-02-10 09:30:00,0 days 08:00:00,480.0,February,10
437,Ύπνος,12/2/2024,22:30:00,07:00:00," 
",13/2/2024,Ύπνος,2024-02-12 22:30:00,2024-02-13 07:00:00,0 days 08:30:00,510.0,February,12
438,Other,13/2/2024,07:00:00,07:30:00," 
",13/2/2024,Other,2024-02-13 07:00:00,2024-02-13 07:30:00,0 days 00:30:00,30.0,February,13
440,Εργασία,13/2/2024,08:00:00,10:30:00," 
",13/2/2024,Εργασία,2024-02-13 08:00:00,2024-02-13 10:30:00,0 days 02:30:00,150.0,February,13
441,Break,13/2/2024,10:30:00,11:00:00," 
",13/2/2024,Break,2024-02-13 10:30:00,2024-02-13 11:00:00,0 days 00:30:00,30.0,February,13
442,Εργασία,13/2/2024,11:00:00,12:00:00," 
",13/2/2024,Εργασία,2024-02-13 11:00:00,2024-02-13 12:00:00,0 days 01:00:00,60.0,February,13
443,Break,13/2/2024,12:00:00,13:00:00," 
",13/2/2024,Break,2024-02-13 12:00:00,2024-02-13 13:00:00,0 days 01:00:00,60.0,February,13
444,Εργασία,13/2/2024,13:00:00,14:30:00," 
",13/2/2024,Εργασία,2024-02-13 13:00:00,2024-02-13 14:30:00,0 days 01:30:00,90.0,February,13
445,Break,13/2/2024,14:30:00,15:00:00," 
",13/2/2024,Break,2024-02-13 14:30:00,2024-02-13 15:00:00,0 days 00:30:00,30.0,February,13
446,Εργασία,13/2/2024,15:00:00,16:00:00," 
",13/2/2024,Εργασία,2024-02-13 15:00:00,2024-02-13 16:00:00,0 days 01:00:00,60.0,February,13
447,Ύπνος,14/2/2024,00:30:00,07:30:00," 
",14/2/2024,Ύπνος,2024-02-14 00:30:00,2024-02-14 07:30:00,0 days 07:00:00,420.0,February,14
448,Other,14/2/2024,08:00:00,08:30:00," 
",14/2/2024,Other,2024-02-14 08:00:00,2024-02-14 08:30:00,0 days 00:30:00,30.0,February,14
450,Εργασία,14/2/2024,09:00:00,12:00:00," 
",14/2/2024,Εργασία,2024-02-14 09:00:00,2024-02-14 12:00:00,0 days 03:00:00,180.0,February,14
451,Break,14/2/2024,12:00:00,13:00:00," 
",14/2/2024,Break,2024-02-14 12:00:00,2024-02-14 13:00:00,0 days 01:00:00,60.0,February,14
452,Εργασία,14/2/2024,13:00:00,16:30:00," 
",14/2/2024,Εργασία,2024-02-14 13:00:00,2024-02-14 16:30:00,0 days 03:30:00,210.0,February,14
